Some weights of the model checkpoint at ../model/mengzi-bert-base-fin were not used when initializing BertForTokenClassification: ['sop.cls.bias', 'cls.predictions.transform.dense.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.bias', 'cls.predictions.bias', 'pos_transform.dense.bias', 'pos_transform.LayerNorm.bias', 'pos_head.weight', 'sop.cls.weight', 'cls.predictions.transform.LayerNorm.weight', 'pos_transform.dense.weight', 'cls.predictions.transform.dense.weight', 'pos_head.bias', 'pos_transform.LayerNorm.weight']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/mengzi-bert-base-fin and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'eval_loss': 4.313064098358154, 'eval_runtime': 0.3379, 'eval_samples_per_second': 115.431, 'eval_steps_per_second': 14.799, 'epoch': 1.0}
{'eval_loss': 0.09278086572885513, 'eval_runtime': 0.3345, 'eval_samples_per_second': 116.603, 'eval_steps_per_second': 14.949, 'epoch': 16.0}
{'eval_loss': 0.08346902579069138, 'eval_runtime': 0.3423, 'eval_samples_per_second': 113.937, 'eval_steps_per_second': 14.607, 'epoch': 17.0}
{'eval_loss': 0.07682808488607407, 'eval_runtime': 0.3352, 'eval_samples_per_second': 116.361, 'eval_steps_per_second': 14.918, 'epoch': 18.0}
{'eval_loss': 0.07051863521337509, 'eval_runtime': 0.3324, 'eval_samples_per_second': 117.343, 'eval_steps_per_second': 15.044, 'epoch': 19.0}
{'loss': 0.6098, 'learning_rate': 9.045084971874738e-06, 'epoch': 20.0}
{'eval_loss': 0.06454411894083023, 'eval_runtime': 0.334, 'eval_samples_per_second': 116.772, 'eval_steps_per_second': 14.971, 'epoch': 20.0}
{'eval_loss': 0.05918518826365471, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.68, 'eval_steps_per_second': 15.087, 'epoch': 21.0}
{'eval_loss': 0.0553591325879097, 'eval_runtime': 0.3319, 'eval_samples_per_second': 117.499, 'eval_steps_per_second': 15.064, 'epoch': 22.0}
{'eval_loss': 0.05121225118637085, 'eval_runtime': 0.3293, 'eval_samples_per_second': 118.417, 'eval_steps_per_second': 15.182, 'epoch': 23.0}
{'eval_loss': 0.04755635932087898, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.687, 'eval_steps_per_second': 15.088, 'epoch': 24.0}
{'eval_loss': 0.04438910633325577, 'eval_runtime': 0.3341, 'eval_samples_per_second': 116.747, 'eval_steps_per_second': 14.968, 'epoch': 25.0}
{'eval_loss': 0.04262322559952736, 'eval_runtime': 0.3338, 'eval_samples_per_second': 116.832, 'eval_steps_per_second': 14.979, 'epoch': 26.0}
{'eval_loss': 0.039370544254779816, 'eval_runtime': 0.3324, 'eval_samples_per_second': 117.315, 'eval_steps_per_second': 15.04, 'epoch': 27.0}
{'eval_loss': 0.03720159828662872, 'eval_runtime': 0.3371, 'eval_samples_per_second': 115.701, 'eval_steps_per_second': 14.833, 'epoch': 28.0}
{'eval_loss': 0.03460448980331421, 'eval_runtime': 0.3423, 'eval_samples_per_second': 113.946, 'eval_steps_per_second': 14.609, 'epoch': 29.0}
{'eval_loss': 0.03255971893668175, 'eval_runtime': 0.3318, 'eval_samples_per_second': 117.546, 'eval_steps_per_second': 15.07, 'epoch': 30.0}
{'eval_loss': 0.030937327072024345, 'eval_runtime': 0.3322, 'eval_samples_per_second': 117.403, 'eval_steps_per_second': 15.052, 'epoch': 31.0}
{'eval_loss': 0.029242893680930138, 'eval_runtime': 0.3331, 'eval_samples_per_second': 117.094, 'eval_steps_per_second': 15.012, 'epoch': 32.0}
{'eval_loss': 0.028279371559619904, 'eval_runtime': 0.334, 'eval_samples_per_second': 116.772, 'eval_steps_per_second': 14.971, 'epoch': 33.0}
{'eval_loss': 0.026166435331106186, 'eval_runtime': 0.3308, 'eval_samples_per_second': 117.896, 'eval_steps_per_second': 15.115, 'epoch': 34.0}
{'eval_loss': 0.024920586496591568, 'eval_runtime': 0.3319, 'eval_samples_per_second': 117.507, 'eval_steps_per_second': 15.065, 'epoch': 35.0}
{'eval_loss': 0.02383241057395935, 'eval_runtime': 0.3316, 'eval_samples_per_second': 117.595, 'eval_steps_per_second': 15.076, 'epoch': 36.0}
{'eval_loss': 0.02267194166779518, 'eval_runtime': 0.334, 'eval_samples_per_second': 116.777, 'eval_steps_per_second': 14.971, 'epoch': 37.0}
{'eval_loss': 0.021667419001460075, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.462, 'eval_steps_per_second': 15.059, 'epoch': 38.0}
{'eval_loss': 0.020876340568065643, 'eval_runtime': 0.3327, 'eval_samples_per_second': 117.213, 'eval_steps_per_second': 15.027, 'epoch': 39.0}
{'loss': 0.0452, 'learning_rate': 6.545084971874738e-06, 'epoch': 40.0}
{'eval_loss': 0.019778402522206306, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.705, 'eval_steps_per_second': 15.09, 'epoch': 40.0}
{'eval_loss': 0.018871121108531952, 'eval_runtime': 0.3319, 'eval_samples_per_second': 117.505, 'eval_steps_per_second': 15.065, 'epoch': 41.0}
{'eval_loss': 0.018290504813194275, 'eval_runtime': 0.3329, 'eval_samples_per_second': 117.156, 'eval_steps_per_second': 15.02, 'epoch': 42.0}
{'eval_loss': 0.01783703826367855, 'eval_runtime': 0.3324, 'eval_samples_per_second': 117.312, 'eval_steps_per_second': 15.04, 'epoch': 43.0}
{'eval_loss': 0.0168777909129858, 'eval_runtime': 0.3318, 'eval_samples_per_second': 117.548, 'eval_steps_per_second': 15.07, 'epoch': 44.0}
{'eval_loss': 0.016223886981606483, 'eval_runtime': 0.3316, 'eval_samples_per_second': 117.626, 'eval_steps_per_second': 15.08, 'epoch': 45.0}
{'eval_loss': 0.01580069400370121, 'eval_runtime': 0.3471, 'eval_samples_per_second': 112.373, 'eval_steps_per_second': 14.407, 'epoch': 46.0}
{'eval_loss': 0.015329897403717041, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.464, 'eval_steps_per_second': 15.059, 'epoch': 47.0}
{'eval_loss': 0.014799115248024464, 'eval_runtime': 0.3335, 'eval_samples_per_second': 116.942, 'eval_steps_per_second': 14.993, 'epoch': 48.0}
{'eval_loss': 0.014244570396840572, 'eval_runtime': 0.3332, 'eval_samples_per_second': 117.03, 'eval_steps_per_second': 15.004, 'epoch': 49.0}
{'eval_loss': 0.013805591501295567, 'eval_runtime': 0.3346, 'eval_samples_per_second': 116.559, 'eval_steps_per_second': 14.943, 'epoch': 50.0}
{'eval_loss': 0.013657568022608757, 'eval_runtime': 0.3344, 'eval_samples_per_second': 116.629, 'eval_steps_per_second': 14.952, 'epoch': 51.0}
{'eval_loss': 0.013245985843241215, 'eval_runtime': 0.3315, 'eval_samples_per_second': 117.639, 'eval_steps_per_second': 15.082, 'epoch': 52.0}
{'eval_loss': 0.012810798361897469, 'eval_runtime': 0.3306, 'eval_samples_per_second': 117.971, 'eval_steps_per_second': 15.125, 'epoch': 53.0}
{'eval_loss': 0.012534796260297298, 'eval_runtime': 0.336, 'eval_samples_per_second': 116.059, 'eval_steps_per_second': 14.879, 'epoch': 54.0}
{'eval_loss': 0.012302884832024574, 'eval_runtime': 0.3307, 'eval_samples_per_second': 117.942, 'eval_steps_per_second': 15.121, 'epoch': 55.0}
{'eval_loss': 0.012073086574673653, 'eval_runtime': 0.3333, 'eval_samples_per_second': 117.013, 'eval_steps_per_second': 15.002, 'epoch': 56.0}
{'eval_loss': 0.011784682050347328, 'eval_runtime': 0.3353, 'eval_samples_per_second': 116.316, 'eval_steps_per_second': 14.912, 'epoch': 57.0}
{'eval_loss': 0.011465898714959621, 'eval_runtime': 0.3375, 'eval_samples_per_second': 115.542, 'eval_steps_per_second': 14.813, 'epoch': 58.0}
{'eval_loss': 0.01115421112626791, 'eval_runtime': 0.3378, 'eval_samples_per_second': 115.464, 'eval_steps_per_second': 14.803, 'epoch': 59.0}
{'loss': 0.021, 'learning_rate': 3.4549150281252635e-06, 'epoch': 60.0}
{'eval_loss': 0.01093609631061554, 'eval_runtime': 0.3323, 'eval_samples_per_second': 117.363, 'eval_steps_per_second': 15.047, 'epoch': 60.0}
{'eval_loss': 0.010738852433860302, 'eval_runtime': 0.3354, 'eval_samples_per_second': 116.278, 'eval_steps_per_second': 14.907, 'epoch': 61.0}
{'eval_loss': 0.010612518526613712, 'eval_runtime': 0.3317, 'eval_samples_per_second': 117.589, 'eval_steps_per_second': 15.076, 'epoch': 62.0}
{'eval_loss': 0.010341872461140156, 'eval_runtime': 0.3312, 'eval_samples_per_second': 117.74, 'eval_steps_per_second': 15.095, 'epoch': 63.0}
{'eval_loss': 0.010144714266061783, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.468, 'eval_steps_per_second': 15.06, 'epoch': 64.0}
{'eval_loss': 0.010021365247666836, 'eval_runtime': 0.3322, 'eval_samples_per_second': 117.383, 'eval_steps_per_second': 15.049, 'epoch': 65.0}
{'eval_loss': 0.010002671740949154, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.839, 'eval_steps_per_second': 15.108, 'epoch': 66.0}
{'eval_loss': 0.009940569289028645, 'eval_runtime': 0.3353, 'eval_samples_per_second': 116.316, 'eval_steps_per_second': 14.912, 'epoch': 67.0}
{'eval_loss': 0.009663174860179424, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.831, 'eval_steps_per_second': 15.107, 'epoch': 68.0}
{'eval_loss': 0.009434400126338005, 'eval_runtime': 0.3478, 'eval_samples_per_second': 112.129, 'eval_steps_per_second': 14.375, 'epoch': 69.0}
{'eval_loss': 0.009328160434961319, 'eval_runtime': 0.3532, 'eval_samples_per_second': 110.424, 'eval_steps_per_second': 14.157, 'epoch': 70.0}
{'eval_loss': 0.00927621591836214, 'eval_runtime': 0.3344, 'eval_samples_per_second': 116.631, 'eval_steps_per_second': 14.953, 'epoch': 71.0}
{'eval_loss': 0.009227280505001545, 'eval_runtime': 0.3336, 'eval_samples_per_second': 116.922, 'eval_steps_per_second': 14.99, 'epoch': 72.0}
{'eval_loss': 0.009117042645812035, 'eval_runtime': 0.3547, 'eval_samples_per_second': 109.946, 'eval_steps_per_second': 14.096, 'epoch': 73.0}
{'eval_loss': 0.009018508717417717, 'eval_runtime': 0.3325, 'eval_samples_per_second': 117.301, 'eval_steps_per_second': 15.039, 'epoch': 74.0}
{'eval_loss': 0.008927653543651104, 'eval_runtime': 0.3426, 'eval_samples_per_second': 113.849, 'eval_steps_per_second': 14.596, 'epoch': 75.0}
{'eval_loss': 0.008829877711832523, 'eval_runtime': 0.3422, 'eval_samples_per_second': 113.953, 'eval_steps_per_second': 14.609, 'epoch': 76.0}
{'eval_loss': 0.008773327805101871, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.68, 'eval_steps_per_second': 15.087, 'epoch': 77.0}
{'eval_loss': 0.0086900033056736, 'eval_runtime': 0.3331, 'eval_samples_per_second': 117.075, 'eval_steps_per_second': 15.01, 'epoch': 78.0}
{'eval_loss': 0.008620877750217915, 'eval_runtime': 0.3328, 'eval_samples_per_second': 117.195, 'eval_steps_per_second': 15.025, 'epoch': 79.0}
{'loss': 0.0147, 'learning_rate': 9.549150281252633e-07, 'epoch': 80.0}
{'eval_loss': 0.008566710166633129, 'eval_runtime': 0.3324, 'eval_samples_per_second': 117.326, 'eval_steps_per_second': 15.042, 'epoch': 80.0}
{'eval_loss': 0.00852939672768116, 'eval_runtime': 0.3496, 'eval_samples_per_second': 111.571, 'eval_steps_per_second': 14.304, 'epoch': 81.0}
{'eval_loss': 0.008502951823174953, 'eval_runtime': 0.3302, 'eval_samples_per_second': 118.115, 'eval_steps_per_second': 15.143, 'epoch': 82.0}
{'eval_loss': 0.008431045338511467, 'eval_runtime': 0.3309, 'eval_samples_per_second': 117.854, 'eval_steps_per_second': 15.11, 'epoch': 83.0}
{'eval_loss': 0.008380061946809292, 'eval_runtime': 0.3281, 'eval_samples_per_second': 118.874, 'eval_steps_per_second': 15.24, 'epoch': 84.0}
{'eval_loss': 0.00833435170352459, 'eval_runtime': 0.3312, 'eval_samples_per_second': 117.746, 'eval_steps_per_second': 15.096, 'epoch': 85.0}
{'eval_loss': 0.008308597840368748, 'eval_runtime': 0.3321, 'eval_samples_per_second': 117.439, 'eval_steps_per_second': 15.056, 'epoch': 86.0}
{'eval_loss': 0.008284011855721474, 'eval_runtime': 0.3311, 'eval_samples_per_second': 117.789, 'eval_steps_per_second': 15.101, 'epoch': 87.0}
{'eval_loss': 0.008257044479250908, 'eval_runtime': 0.3301, 'eval_samples_per_second': 118.137, 'eval_steps_per_second': 15.146, 'epoch': 88.0}
{'eval_loss': 0.008231982588768005, 'eval_runtime': 0.3289, 'eval_samples_per_second': 118.565, 'eval_steps_per_second': 15.201, 'epoch': 89.0}
{'eval_loss': 0.008217507973313332, 'eval_runtime': 0.3315, 'eval_samples_per_second': 117.64, 'eval_steps_per_second': 15.082, 'epoch': 90.0}
{'eval_loss': 0.008208554238080978, 'eval_runtime': 0.3364, 'eval_samples_per_second': 115.937, 'eval_steps_per_second': 14.864, 'epoch': 91.0}
{'eval_loss': 0.008197410963475704, 'eval_runtime': 0.3344, 'eval_samples_per_second': 116.631, 'eval_steps_per_second': 14.953, 'epoch': 92.0}
{'eval_loss': 0.008190671913325787, 'eval_runtime': 0.3352, 'eval_samples_per_second': 116.358, 'eval_steps_per_second': 14.918, 'epoch': 93.0}
{'eval_loss': 0.008184735663235188, 'eval_runtime': 0.3316, 'eval_samples_per_second': 117.602, 'eval_steps_per_second': 15.077, 'epoch': 94.0}
{'eval_loss': 0.008179739117622375, 'eval_runtime': 0.35, 'eval_samples_per_second': 111.422, 'eval_steps_per_second': 14.285, 'epoch': 95.0}
{'eval_loss': 0.008175837807357311, 'eval_runtime': 0.3316, 'eval_samples_per_second': 117.612, 'eval_steps_per_second': 15.078, 'epoch': 96.0}
{'eval_loss': 0.008173691108822823, 'eval_runtime': 0.3312, 'eval_samples_per_second': 117.769, 'eval_steps_per_second': 15.099, 'epoch': 97.0}
{'eval_loss': 0.008172664791345596, 'eval_runtime': 0.3325, 'eval_samples_per_second': 117.285, 'eval_steps_per_second': 15.037, 'epoch': 98.0}
{'eval_loss': 0.008172240108251572, 'eval_runtime': 0.3316, 'eval_samples_per_second': 117.619, 'eval_steps_per_second': 15.079, 'epoch': 99.0}
{'loss': 0.0132, 'learning_rate': 0.0, 'epoch': 100.0}
{'eval_loss': 0.008172206580638885, 'eval_runtime': 0.3436, 'eval_samples_per_second': 113.494, 'eval_steps_per_second': 14.55, 'epoch': 100.0}
{'train_runtime': 217.2233, 'train_samples_per_second': 17.954, 'train_steps_per_second': 2.302, 'train_loss': 0.14079819345474243, 'epoch': 100.0}
Some weights of the model checkpoint at ../model/bert_FinBERT were not used when initializing BertForTokenClassification: ['cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.bias', 'cls.predictions.transform.dense.weight', 'cls.seq_relationship.weight']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/bert_FinBERT and are newly initialized: ['classifier.weight', 'classifier.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'eval_loss': 2.575410842895508, 'eval_runtime': 0.3322, 'eval_samples_per_second': 117.411, 'eval_steps_per_second': 15.053, 'epoch': 1.0}
{'eval_loss': 1.1012877225875854, 'eval_runtime': 0.3332, 'eval_samples_per_second': 117.054, 'eval_steps_per_second': 15.007, 'epoch': 2.0}
{'eval_loss': 0.4331870377063751, 'eval_runtime': 0.3356, 'eval_samples_per_second': 116.202, 'eval_steps_per_second': 14.898, 'epoch': 3.0}
{'eval_loss': 0.35505402088165283, 'eval_runtime': 0.3351, 'eval_samples_per_second': 116.374, 'eval_steps_per_second': 14.92, 'epoch': 4.0}
{'eval_loss': 0.303469717502594, 'eval_runtime': 0.3343, 'eval_samples_per_second': 116.673, 'eval_steps_per_second': 14.958, 'epoch': 5.0}
{'eval_loss': 0.26854726672172546, 'eval_runtime': 0.333, 'eval_samples_per_second': 117.101, 'eval_steps_per_second': 15.013, 'epoch': 6.0}
{'eval_loss': 0.247386634349823, 'eval_runtime': 0.3281, 'eval_samples_per_second': 118.873, 'eval_steps_per_second': 15.24, 'epoch': 7.0}
{'eval_loss': 0.227906733751297, 'eval_runtime': 0.3331, 'eval_samples_per_second': 117.078, 'eval_steps_per_second': 15.01, 'epoch': 8.0}
{'eval_loss': 0.20968297123908997, 'eval_runtime': 0.3327, 'eval_samples_per_second': 117.207, 'eval_steps_per_second': 15.027, 'epoch': 9.0}
{'eval_loss': 0.19354650378227234, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.685, 'eval_steps_per_second': 15.088, 'epoch': 10.0}
{'eval_loss': 0.17828252911567688, 'eval_runtime': 0.3317, 'eval_samples_per_second': 117.585, 'eval_steps_per_second': 15.075, 'epoch': 11.0}
{'eval_loss': 0.1637984961271286, 'eval_runtime': 0.3349, 'eval_samples_per_second': 116.441, 'eval_steps_per_second': 14.928, 'epoch': 12.0}
{'eval_loss': 0.15053007006645203, 'eval_runtime': 0.3318, 'eval_samples_per_second': 117.551, 'eval_steps_per_second': 15.071, 'epoch': 13.0}
{'eval_loss': 0.13781313598155975, 'eval_runtime': 0.3319, 'eval_samples_per_second': 117.522, 'eval_steps_per_second': 15.067, 'epoch': 14.0}
{'eval_loss': 0.1252012550830841, 'eval_runtime': 0.3339, 'eval_samples_per_second': 116.797, 'eval_steps_per_second': 14.974, 'epoch': 15.0}
{'eval_loss': 0.11304578930139542, 'eval_runtime': 0.3333, 'eval_samples_per_second': 117.014, 'eval_steps_per_second': 15.002, 'epoch': 16.0}
{'eval_loss': 0.10205880552530289, 'eval_runtime': 0.3325, 'eval_samples_per_second': 117.31, 'eval_steps_per_second': 15.04, 'epoch': 17.0}
{'eval_loss': 0.09090429544448853, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.462, 'eval_steps_per_second': 15.059, 'epoch': 18.0}
{'eval_loss': 0.08172232657670975, 'eval_runtime': 0.3325, 'eval_samples_per_second': 117.278, 'eval_steps_per_second': 15.036, 'epoch': 19.0}
{'loss': 0.4952, 'learning_rate': 8.020000000000001e-06, 'epoch': 20.0}
{'eval_loss': 0.07460495084524155, 'eval_runtime': 0.3309, 'eval_samples_per_second': 117.844, 'eval_steps_per_second': 15.108, 'epoch': 20.0}
{'eval_loss': 0.06861262768507004, 'eval_runtime': 0.3341, 'eval_samples_per_second': 116.73, 'eval_steps_per_second': 14.965, 'epoch': 21.0}
{'eval_loss': 0.06323499232530594, 'eval_runtime': 0.3317, 'eval_samples_per_second': 117.567, 'eval_steps_per_second': 15.073, 'epoch': 22.0}
{'eval_loss': 0.058610159903764725, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.696, 'eval_steps_per_second': 15.089, 'epoch': 23.0}
{'eval_loss': 0.05420126020908356, 'eval_runtime': 0.3349, 'eval_samples_per_second': 116.448, 'eval_steps_per_second': 14.929, 'epoch': 24.0}
{'eval_loss': 0.05041757971048355, 'eval_runtime': 0.3365, 'eval_samples_per_second': 115.884, 'eval_steps_per_second': 14.857, 'epoch': 25.0}
{'eval_loss': 0.04665342718362808, 'eval_runtime': 0.3348, 'eval_samples_per_second': 116.477, 'eval_steps_per_second': 14.933, 'epoch': 26.0}
{'eval_loss': 0.043541986495256424, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.84, 'eval_steps_per_second': 15.108, 'epoch': 27.0}
{'eval_loss': 0.0405583456158638, 'eval_runtime': 0.3355, 'eval_samples_per_second': 116.258, 'eval_steps_per_second': 14.905, 'epoch': 28.0}
{'eval_loss': 0.03819447383284569, 'eval_runtime': 0.3443, 'eval_samples_per_second': 113.261, 'eval_steps_per_second': 14.521, 'epoch': 29.0}
{'eval_loss': 0.035889483988285065, 'eval_runtime': 0.3302, 'eval_samples_per_second': 118.119, 'eval_steps_per_second': 15.143, 'epoch': 30.0}
{'eval_loss': 0.033545415848493576, 'eval_runtime': 0.3318, 'eval_samples_per_second': 117.554, 'eval_steps_per_second': 15.071, 'epoch': 31.0}
{'eval_loss': 0.03163207322359085, 'eval_runtime': 0.331, 'eval_samples_per_second': 117.829, 'eval_steps_per_second': 15.106, 'epoch': 32.0}
{'eval_loss': 0.02992560900747776, 'eval_runtime': 0.3339, 'eval_samples_per_second': 116.811, 'eval_steps_per_second': 14.976, 'epoch': 33.0}
{'eval_loss': 0.028480738401412964, 'eval_runtime': 0.3297, 'eval_samples_per_second': 118.293, 'eval_steps_per_second': 15.166, 'epoch': 34.0}
{'eval_loss': 0.027071837335824966, 'eval_runtime': 0.3331, 'eval_samples_per_second': 117.096, 'eval_steps_per_second': 15.012, 'epoch': 35.0}
{'eval_loss': 0.025705313310027122, 'eval_runtime': 0.3323, 'eval_samples_per_second': 117.376, 'eval_steps_per_second': 15.048, 'epoch': 36.0}
{'eval_loss': 0.024491723626852036, 'eval_runtime': 0.3319, 'eval_samples_per_second': 117.517, 'eval_steps_per_second': 15.066, 'epoch': 37.0}
{'eval_loss': 0.023179151117801666, 'eval_runtime': 0.3346, 'eval_samples_per_second': 116.547, 'eval_steps_per_second': 14.942, 'epoch': 38.0}
{'eval_loss': 0.022136589512228966, 'eval_runtime': 0.3318, 'eval_samples_per_second': 117.533, 'eval_steps_per_second': 15.068, 'epoch': 39.0}
{'loss': 0.0501, 'learning_rate': 6.040000000000001e-06, 'epoch': 40.0}
{'eval_loss': 0.021354682743549347, 'eval_runtime': 0.3331, 'eval_samples_per_second': 117.066, 'eval_steps_per_second': 15.008, 'epoch': 40.0}
{'eval_loss': 0.020349640399217606, 'eval_runtime': 0.3577, 'eval_samples_per_second': 109.027, 'eval_steps_per_second': 13.978, 'epoch': 41.0}
{'eval_loss': 0.01958719827234745, 'eval_runtime': 0.3328, 'eval_samples_per_second': 117.171, 'eval_steps_per_second': 15.022, 'epoch': 42.0}
{'eval_loss': 0.01892661489546299, 'eval_runtime': 0.3314, 'eval_samples_per_second': 117.668, 'eval_steps_per_second': 15.086, 'epoch': 43.0}
{'eval_loss': 0.01845807023346424, 'eval_runtime': 0.3408, 'eval_samples_per_second': 114.442, 'eval_steps_per_second': 14.672, 'epoch': 44.0}
{'eval_loss': 0.01746946945786476, 'eval_runtime': 0.3333, 'eval_samples_per_second': 116.999, 'eval_steps_per_second': 15.0, 'epoch': 45.0}
{'eval_loss': 0.016540642827749252, 'eval_runtime': 0.3307, 'eval_samples_per_second': 117.937, 'eval_steps_per_second': 15.12, 'epoch': 46.0}
{'eval_loss': 0.01596343144774437, 'eval_runtime': 0.3357, 'eval_samples_per_second': 116.189, 'eval_steps_per_second': 14.896, 'epoch': 47.0}
{'eval_loss': 0.015456357039511204, 'eval_runtime': 0.3334, 'eval_samples_per_second': 116.989, 'eval_steps_per_second': 14.999, 'epoch': 48.0}
{'eval_loss': 0.014962103217840195, 'eval_runtime': 0.3288, 'eval_samples_per_second': 118.623, 'eval_steps_per_second': 15.208, 'epoch': 49.0}
{'eval_loss': 0.014288585633039474, 'eval_runtime': 0.3295, 'eval_samples_per_second': 118.356, 'eval_steps_per_second': 15.174, 'epoch': 50.0}
{'eval_loss': 0.013739476911723614, 'eval_runtime': 0.3307, 'eval_samples_per_second': 117.945, 'eval_steps_per_second': 15.121, 'epoch': 51.0}
{'eval_loss': 0.013415169902145863, 'eval_runtime': 0.3313, 'eval_samples_per_second': 117.73, 'eval_steps_per_second': 15.094, 'epoch': 52.0}
{'eval_loss': 0.012905626557767391, 'eval_runtime': 0.3304, 'eval_samples_per_second': 118.043, 'eval_steps_per_second': 15.134, 'epoch': 53.0}
{'eval_loss': 0.012511828914284706, 'eval_runtime': 0.3332, 'eval_samples_per_second': 117.056, 'eval_steps_per_second': 15.007, 'epoch': 54.0}
{'eval_loss': 0.012212219648063183, 'eval_runtime': 0.3299, 'eval_samples_per_second': 118.229, 'eval_steps_per_second': 15.158, 'epoch': 55.0}
{'eval_loss': 0.011883151717483997, 'eval_runtime': 0.3319, 'eval_samples_per_second': 117.52, 'eval_steps_per_second': 15.067, 'epoch': 56.0}
{'eval_loss': 0.011494740843772888, 'eval_runtime': 0.3308, 'eval_samples_per_second': 117.898, 'eval_steps_per_second': 15.115, 'epoch': 57.0}
{'eval_loss': 0.011241467669606209, 'eval_runtime': 0.3342, 'eval_samples_per_second': 116.701, 'eval_steps_per_second': 14.962, 'epoch': 58.0}
{'eval_loss': 0.01093046274036169, 'eval_runtime': 0.334, 'eval_samples_per_second': 116.758, 'eval_steps_per_second': 14.969, 'epoch': 59.0}
{'loss': 0.0218, 'learning_rate': 4.06e-06, 'epoch': 60.0}
{'eval_loss': 0.010659921914339066, 'eval_runtime': 0.3374, 'eval_samples_per_second': 115.599, 'eval_steps_per_second': 14.82, 'epoch': 60.0}
{'eval_loss': 0.01043748389929533, 'eval_runtime': 0.332, 'eval_samples_per_second': 117.487, 'eval_steps_per_second': 15.062, 'epoch': 61.0}
{'eval_loss': 0.010166077874600887, 'eval_runtime': 0.3327, 'eval_samples_per_second': 117.217, 'eval_steps_per_second': 15.028, 'epoch': 62.0}
{'eval_loss': 0.009874948300421238, 'eval_runtime': 0.3317, 'eval_samples_per_second': 117.561, 'eval_steps_per_second': 15.072, 'epoch': 63.0}
{'eval_loss': 0.009617185220122337, 'eval_runtime': 0.3324, 'eval_samples_per_second': 117.314, 'eval_steps_per_second': 15.04, 'epoch': 64.0}
{'eval_loss': 0.009377281181514263, 'eval_runtime': 0.3299, 'eval_samples_per_second': 118.2, 'eval_steps_per_second': 15.154, 'epoch': 65.0}
{'eval_loss': 0.009160729125142097, 'eval_runtime': 0.3306, 'eval_samples_per_second': 117.964, 'eval_steps_per_second': 15.124, 'epoch': 66.0}
{'eval_loss': 0.00900555681437254, 'eval_runtime': 0.3328, 'eval_samples_per_second': 117.187, 'eval_steps_per_second': 15.024, 'epoch': 67.0}
{'eval_loss': 0.008988936431705952, 'eval_runtime': 0.3304, 'eval_samples_per_second': 118.044, 'eval_steps_per_second': 15.134, 'epoch': 68.0}
{'eval_loss': 0.008798988536000252, 'eval_runtime': 0.3363, 'eval_samples_per_second': 115.97, 'eval_steps_per_second': 14.868, 'epoch': 69.0}
{'eval_loss': 0.00856458954513073, 'eval_runtime': 0.3346, 'eval_samples_per_second': 116.549, 'eval_steps_per_second': 14.942, 'epoch': 70.0}
